"","hcode","ancode","age","agecat","sample","FMD_cELISA","FMD_CHEKIT","FMD_EITB","FMD_iELISA","FMD_VNT_A","FMD_VNT_O","FMD_VNT_SAT2","PbP.A","PbP.O","PbP.SAT2","monlast","Date","FMDS_O","FMDS_A","FMDS_SAT2","CENTRE_COD","MOUTH_LESI","COM_MOUTH","FOOT_LESIO","COM_FOOT"
"1",1,1,2,1,1,13,6.8,1,31,0.7526,0.7526,2.4082,NA,NA,NA,6,"2000-04-17",0,0,1,NA,NA,NA,NA,NA
"2",1,2,6,2,1,4,26.7,1,69,0.7526,0.7526,2.8598,NA,NA,NA,6,"2000-04-17",0,0,1,NA,NA,NA,NA,NA
"3",1,3,4,2,1,10,6.4,1,75,0.9031,0.7526,2.7093,NA,NA,NA,6,"2000-04-17",0,0,1,NA,NA,NA,NA,NA
"4",1,4,2,1,1,44,9.5,1,22,0.7526,1.8062,2.2577,NA,NA,NA,6,"2000-04-17",1,0,1,NA,NA,NA,NA,NA
"5",1,5,2,1,1,5,27.4,1,101,0.7526,1.6557,3.0103,NA,NA,NA,6,"2000-04-17",0,0,1,NA,NA,NA,NA,NA
"6",1,6,0.83,1,1,71,1.7,0,1,0.7526,0.9031,2.2577,NA,NA,NA,6,"2000-04-17",0,0,1,NA,NA,NA,NA,NA
"7",1,7,0.75,1,1,74,1,0,1,0.7526,0.7526,1.2041,NA,NA,NA,6,"2000-04-17",0,0,0,NA,NA,NA,NA,NA
"8",1,8,6,2,1,33,5.1,0,9,0.9031,1.6557,2.2577,NA,NA,NA,6,"2000-04-17",0,0,1,NA,NA,NA,NA,NA
"9",1,9,5,2,1,19,8.1,1,29,2.4082,0.9031,2.1072,NA,NA,NA,6,"2000-04-17",0,1,1,NA,NA,NA,NA,NA
"10",1,10,7,2,1,12,8.1,1,22,1.6557,1.3546,1.9567,NA,NA,NA,6,"2000-04-17",0,0,1,NA,NA,NA,NA,NA
"11",2,1,1,1,1,82,0.3,0,0,0.7526,0.7526,1.5052,NA,NA,NA,7,"2000-04-17",0,0,0,NA,NA,NA,NA,NA
"12",2,2,0.83,1,1,95,1,0,0,0.7526,0.7526,1.0536,NA,NA,NA,7,"2000-04-17",0,0,0,NA,NA,NA,NA,NA
"13",2,3,6,2,1,11,17.2,1,60,1.0536,2.2577,2.5588,NA,NA,NA,7,"2000-04-17",1,0,1,NA,NA,NA,NA,NA
"14",2,4,2,1,1,121,12.8,1,18,0.7526,0.7526,2.1072,NA,NA,NA,7,"2000-04-17",0,0,1,NA,NA,NA,NA,NA
"16",2,6,8,2,1,6,16.9,1,73,1.3546,1.2041,1.9567,NA,NA,NA,7,"2000-04-17",0,0,1,NA,NA,NA,NA,NA
"17",2,7,8,2,1,3,30.1,1,72,1.9567,1.6557,2.4082,NA,NA,NA,7,"2000-04-17",0,1,1,NA,NA,NA,NA,NA
"19",2,9,2,1,1,14,3.7,1,36,0.9031,1.8062,2.1072,NA,NA,NA,7,"2000-04-17",1,0,1,NA,NA,NA,NA,NA
"20",2,10,3,2,1,8,5.4,1,51,0.7526,0.7526,1.9567,NA,NA,NA,7,"2000-04-17",0,0,1,NA,NA,NA,NA,NA
"21",3,1,7,NA,2,3,30.4,NA,NA,1.9567,1.2041,2.8598,NA,NA,NA,3,"2000-04-18",0,1,1,NA,NA,NA,NA,NA
"22",3,2,3,NA,2,9,4.4,NA,NA,2.1072,1.2041,1.6557,NA,NA,NA,3,"2000-04-18",0,1,0,NA,NA,NA,NA,NA
"23",3,3,4,NA,2,9,20.9,NA,NA,1.6557,1.0536,2.1072,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"24",3,4,4,NA,2,3,28.4,NA,NA,1.8062,1.0536,2.2577,NA,NA,NA,3,"2000-04-18",0,1,1,NA,NA,NA,NA,NA
"25",3,5,1,NA,2,27,2.7,NA,NA,0.7526,1.2041,1.9567,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"26",3,6,1,NA,2,95,5.4,NA,NA,0.7526,0.7526,1.2041,NA,NA,NA,3,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"27",3,7,1,NA,2,45,1,NA,NA,1.3546,0.7526,1.8062,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"28",3,8,1,NA,2,60,1,NA,NA,0.7526,1.0536,1.9567,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"29",3,9,3,NA,2,4,18.9,NA,NA,1.6557,0.7526,1.9567,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"30",3,10,1,NA,2,12,5.1,NA,NA,0.7526,0.7526,2.7093,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"31",3,11,4,NA,2,3,16.9,NA,NA,1.5052,1.0536,1.8062,NA,NA,NA,3,"2000-04-18",0,0,1,"VDI",0,"",0,""
"32",3,12,5,NA,2,50,2.4,NA,NA,2.2577,1.3546,2.1072,NA,NA,NA,3,"2000-04-18",0,1,1,"VDI",0,"",0,""
"35",3,15,5,NA,2,22,4.1,NA,NA,1.8062,1.3546,2.2577,NA,NA,NA,3,"2000-04-18",0,1,1,"VDI",0,"",0,""
"36",3,16,4,2,1,44,2.4,0,6,0.7526,1.0536,1.8062,0,0,0,3,"2000-04-18",0,0,1,"VDI",0,"",0,""
"38",3,18,3,2,1,9,10.5,1,41,1.9567,1.0536,1.8062,0,0,0,3,"2000-04-18",0,1,1,"VDI",0,"",0,""
"39",3,19,5,2,1,25,8.1,1,41,1.5052,1.3546,2.5588,0,0,0,3,"2000-04-18",0,0,1,"VDI",0,"",0,""
"41",3,21,1,NA,2,103,3.5,NA,NA,0.7526,0.7526,1.3546,NA,NA,NA,3,"2000-04-18",0,0,0,"VDI",0,"",0,""
"42",3,22,0.670000016689301,NA,2,63,2.3,NA,NA,0.7526,0.7526,1.6557,NA,NA,NA,3,"2000-04-18",0,0,0,"VDI",0,"",0,""
"43",3,23,1,NA,2,71,2,NA,NA,0.7526,1.0536,1.8062,NA,NA,NA,3,"2000-04-18",0,0,1,"VDI",0,"",0,""
"44",3,24,1,NA,2,46,3.5,NA,NA,0.7526,0.7526,1.6557,NA,NA,NA,3,"2000-04-18",0,0,0,"VDI",0,"",0,""
"45",3,25,1,NA,2,40,14.1,NA,NA,0.7526,1.2041,2.2577,NA,NA,NA,3,"2000-04-18",0,0,1,"VDI",0,"",0,""
"46",3,26,1,1,1,95,1.7,0,0,0.7526,0.7526,0.7526,0,0,0,3,"2000-04-18",0,0,0,"VDI",0,"",0,""
"47",3,27,0.67,1,1,83,3.5,0,2,0.7526,0.7526,1.0536,0,0,0,3,"2000-04-18",0,0,0,"VDI",0,"",0,""
"48",3,28,1,1,1,21,5.8,1,39,0.7526,0.7526,2.8598,0,0,0,3,"2000-04-18",0,0,1,"VDI",0,"",0,""
"49",3,29,1,1,1,34,2.9,1,33,0.7526,0.9031,2.2577,0,0,0,3,"2000-04-18",0,0,1,"VDI",0,"",0,""
"50",3,30,1,1,1,3,26.2,1,115,0.7526,1.6557,2.7093,0,0,1,3,"2000-04-18",0,0,1,"VDI",0,"",0,""
"51",3,31,NA,NA,2,6,25.6,NA,NA,1.8062,0.9031,2.4082,NA,NA,NA,3,"2000-04-18",0,1,1,NA,NA,NA,NA,NA
"52",3,32,NA,NA,2,73,5.8,NA,NA,NA,1.0536,2.1072,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"53",3,33,NA,NA,2,38,5.8,NA,NA,1.8062,0.9031,2.1072,NA,NA,NA,3,"2000-04-18",0,1,1,NA,NA,NA,NA,NA
"54",3,34,NA,NA,2,19,4.6,NA,NA,2.1072,1.6557,2.4082,NA,NA,NA,3,"2000-04-18",0,1,1,NA,NA,NA,NA,NA
"55",3,35,NA,NA,2,17,5.8,NA,NA,2.1072,0.7526,1.6557,NA,NA,NA,3,"2000-04-18",0,1,0,NA,NA,NA,NA,NA
"56",3,36,NA,NA,2,16,20.5,NA,NA,2.5588,1.2041,1.6557,NA,NA,NA,3,"2000-04-18",0,1,0,NA,NA,NA,NA,NA
"58",3,38,NA,NA,2,23,4.3,NA,NA,2.4082,1.3546,2.7093,NA,NA,NA,3,"2000-04-18",0,1,1,NA,NA,NA,NA,NA
"59",3,39,NA,NA,2,26,6.9,NA,NA,1.6557,0.7526,1.9567,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"62",3,42,NA,NA,2,33,6.6,NA,NA,0.7526,0.7526,1.9567,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"63",3,43,NA,NA,2,60,0.9,NA,NA,0.7526,1.0536,1.9567,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"64",3,44,NA,NA,2,49,2.9,NA,NA,0.7526,0.7526,2.4082,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"65",3,45,NA,NA,2,77,2.9,NA,NA,0.7526,0.7526,1.8062,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"66",3,46,NA,NA,2,103,1.2,NA,NA,0.9031,0.7526,1.5052,NA,NA,NA,3,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"67",3,47,NA,NA,2,81,0.9,NA,NA,0.7526,0.7526,0.9031,NA,NA,NA,3,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"68",3,48,NA,NA,2,86,2.9,NA,NA,0.9031,0.7526,1.3546,NA,NA,NA,3,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"69",3,49,NA,NA,2,102,13.8,NA,NA,2.1072,1.0536,2.5588,NA,NA,NA,3,"2000-04-18",0,1,1,NA,NA,NA,NA,NA
"70",3,50,NA,NA,2,88,1.2,NA,NA,0.7526,0.7526,1.0536,NA,NA,NA,3,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"71",3,51,4,NA,2,2,35.4,NA,NA,1.9567,0.9031,0.7526,NA,NA,NA,3,"2000-04-18",0,1,0,NA,NA,NA,NA,NA
"73",3,53,3,NA,2,18,5.2,NA,NA,1.6557,0.9031,1.6557,NA,NA,NA,3,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"74",3,54,3,NA,2,32,7.2,NA,NA,1.8062,0.9031,1.3546,NA,NA,NA,3,"2000-04-18",0,1,0,NA,NA,NA,NA,NA
"75",3,55,4,NA,2,16,7.2,NA,NA,1.9567,1.6557,1.0536,NA,NA,NA,3,"2000-04-18",0,1,0,NA,NA,NA,NA,NA
"76",3,56,4,NA,2,36,15.6,NA,NA,1.8062,0.7526,1.9567,NA,NA,NA,3,"2000-04-18",0,1,1,NA,NA,NA,NA,NA
"77",3,57,3,NA,2,14,8.1,NA,NA,1.6557,1.0536,2.1072,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"78",3,58,2,NA,2,31,8.4,NA,NA,1.8062,1.5052,2.2577,NA,NA,NA,3,"2000-04-18",0,1,1,NA,NA,NA,NA,NA
"79",3,59,11,NA,2,33,9.5,NA,NA,NA,1.8062,1.9567,NA,NA,NA,3,"2000-04-18",1,0,1,NA,NA,NA,NA,NA
"81",3,61,8,NA,2,17,12.1,NA,NA,1.6557,1.2041,1.6557,NA,NA,NA,3,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"82",3,62,1,NA,2,82,1.2,NA,NA,0.7526,0.7526,1.8062,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"83",3,63,1,NA,2,82,2.6,NA,NA,0.7526,0.7526,1.0536,NA,NA,NA,3,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"84",3,64,2,NA,2,3,17,NA,NA,1.2041,1.3546,2.2577,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"85",3,65,1,NA,2,87,1.4,NA,NA,0.7526,0.9031,0.7526,NA,NA,NA,3,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"86",3,66,2,NA,2,44,4.3,NA,NA,0.7526,0.7526,1.9567,NA,NA,NA,3,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"87",3,67,2,NA,2,13,24.5,NA,NA,1.9567,1.2041,2.1072,NA,NA,NA,3,"2000-04-18",0,1,1,NA,NA,NA,NA,NA
"88",4,1,1.5,1,1,86,2,0,4,0.7526,0.7526,1.5052,NA,NA,NA,7,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"89",4,2,4,2,1,1,40.6,1,113,2.4082,0.7526,2.1072,NA,NA,NA,7,"2000-04-18",0,1,1,NA,NA,NA,NA,NA
"90",4,3,6,2,1,6,13.3,1,57,1.8062,1.3546,1.9567,NA,NA,NA,7,"2000-04-18",0,1,1,NA,NA,NA,NA,NA
"91",4,4,1,1,1,61,2,0,0,0.7526,1.5052,1.5052,NA,NA,NA,7,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"92",4,5,1,1,1,47,2.6,1,15,0.7526,1.2041,1.2041,NA,NA,NA,7,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"93",4,6,1.5,1,1,23,13,1,19,0.7526,0.7526,1.8062,NA,NA,NA,7,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"94",4,7,2.5,2,1,83,4.3,0,0,0.7526,0.7526,0.9031,NA,NA,NA,7,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"95",4,8,3,2,1,56,2.6,0,5,1.2041,0.7526,0.7526,NA,NA,NA,7,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"96",4,9,3,2,1,28,5.5,1,22,1.9567,0.7526,1.0536,NA,NA,NA,7,"2000-04-18",0,1,0,NA,NA,NA,NA,NA
"97",4,10,7,2,1,19,17.6,1,38,0.7526,0.7526,2.4082,NA,NA,NA,7,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"98",5,1,5,2,1,7,9.2,1,26,1.6557,1.0536,1.6557,NA,NA,NA,14,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"100",5,3,1,1,1,25,4.3,1,35,0.7526,0.7526,1.9567,NA,NA,NA,14,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"103",5,6,5,2,1,2,25.4,1,70,1.6557,1.2041,1.9567,NA,NA,NA,14,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"104",5,7,1,1,1,86,0.9,0,0,0.7526,0.7526,0.7526,NA,NA,NA,14,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"105",5,8,1.5,1,1,76,2,0,5,0.7526,0.7526,2.1072,NA,NA,NA,14,"2000-04-18",0,0,1,NA,NA,NA,NA,NA
"106",5,9,1,1,1,18,11,1,34,0.7526,0.9031,1.6557,NA,NA,NA,14,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"107",5,10,1,1,1,66,0.9,0,11,1.3546,0.7526,1.3546,NA,NA,NA,14,"2000-04-18",0,0,0,NA,NA,NA,NA,NA
"108",6,1,10,2,1,16,6.6,1,12,2.2577,1.0536,1.6557,NA,NA,NA,NA,"2000-04-20",0,1,0,NA,NA,NA,NA,NA
"109",6,2,8,2,1,30,5.5,1,47,2.1072,1.9567,1.6557,NA,NA,NA,NA,"2000-04-20",1,1,0,NA,NA,NA,NA,NA
"110",6,3,4,2,1,8,11.5,1,64,2.5588,1.2041,1.5052,NA,NA,NA,NA,"2000-04-20",0,1,0,NA,NA,NA,NA,NA
"112",6,5,9,2,1,58,21.9,1,84,1.6557,1.0536,1.6557,NA,NA,NA,NA,"2000-04-20",0,0,0,NA,NA,NA,NA,NA
"113",6,6,3,2,1,8,12.7,1,27,2.1072,1.2041,1.9567,NA,NA,NA,NA,"2000-04-20",0,1,1,NA,NA,NA,NA,NA
"114",6,7,8,2,1,2,27.4,1,152,2.4082,2.4082,2.2577,NA,NA,NA,NA,"2000-04-20",1,1,1,NA,NA,NA,NA,NA
"115",6,8,8,2,1,10,17,1,69,1.9567,1.5052,1.9567,NA,NA,NA,NA,"2000-04-20",0,1,1,NA,NA,NA,NA,NA
"116",6,9,5,2,1,4,4.6,1,43,2.2577,1.5052,2.1072,NA,NA,NA,NA,"2000-04-20",0,1,1,NA,NA,NA,NA,NA
"118",6,11,0.5,1,1,90,0.9,0,1,1.0536,0.7526,0.9031,NA,NA,NA,NA,"2000-04-20",0,0,0,NA,NA,NA,NA,NA
"120",6,13,0.33,1,1,98,0.3,0,1,0.7526,0.7526,1.0536,NA,NA,NA,NA,"2000-04-20",0,0,0,NA,NA,NA,NA,NA
"121",6,14,0.5,1,1,105,1,0,0,0.7526,0.7526,1.0536,NA,NA,NA,NA,"2000-04-20",0,0,0,NA,NA,NA,NA,NA
"122",7,6,3,2,1,13,9.9,1,104,2.5588,0.7526,2.8598,NA,NA,NA,4,"2000-04-24",0,1,1,NA,NA,NA,NA,NA
"123",7,7,4,2,1,100,3,0,1,0.7526,0.7526,1.3546,NA,NA,NA,4,"2000-04-24",0,0,0,NA,NA,NA,NA,NA
"124",7,8,5,2,1,49,13.2,1,91,2.4082,0.7526,2.2577,NA,NA,NA,4,"2000-04-24",0,1,1,NA,NA,NA,NA,NA
"125",7,9,5,2,1,5,29.4,1,95,2.4082,1.3546,2.5588,NA,NA,NA,4,"2000-04-24",0,1,1,NA,NA,NA,NA,NA
"126",7,10,2,1,1,85,3.3,0,0,0.7526,0.7526,1.3546,NA,NA,NA,4,"2000-04-24",0,0,0,NA,NA,NA,NA,NA
"127",7,11,4.5,2,1,24,7.9,0,5,2.2577,0.9031,2.5588,NA,NA,NA,4,"2000-04-24",0,1,1,NA,NA,NA,NA,NA
"128",7,12,0.5,1,1,55,3,0,3,0.7526,0.7526,2.1072,NA,NA,NA,4,"2000-04-24",0,0,1,NA,NA,NA,NA,NA
"129",7,13,0.33,1,1,33,6.6,0,1,1.6557,1.3546,2.2577,NA,NA,NA,4,"2000-04-24",0,0,1,NA,NA,NA,NA,NA
"131",7,15,1,1,1,94,1.3,0,1,0.9031,0.7526,1.9567,NA,NA,NA,4,"2000-04-24",0,0,1,NA,NA,NA,NA,NA
"132",8,1,4,2,1,26,5,1,28,1.9567,0.7526,3.1608,NA,NA,NA,24,"2000-04-25",0,1,1,NA,NA,NA,NA,NA
"133",8,2,6,2,1,2,15.5,1,71,1.8062,2.2577,2.8598,NA,NA,NA,24,"2000-04-25",1,1,1,NA,NA,NA,NA,NA
"134",8,3,4,2,1,15,6.6,1,39,2.1072,1.0536,2.1072,NA,NA,NA,24,"2000-04-25",0,1,1,NA,NA,NA,NA,NA
"136",8,5,6,2,1,2,17.8,1,51,1.6557,1.2041,1.2041,NA,NA,NA,24,"2000-04-25",0,0,0,NA,NA,NA,NA,NA
"137",8,6,1,1,1,94,2.6,0,1,0.9031,0.7526,1.5052,NA,NA,NA,24,"2000-04-25",0,0,0,NA,NA,NA,NA,NA
"140",8,9,2,1,1,85,1.3,0,2,0.7526,0.7526,1.3546,NA,NA,NA,24,"2000-04-25",0,0,0,NA,NA,NA,NA,NA
"141",8,10,1,1,1,84,2.3,0,0,0.7526,0.7526,1.5052,NA,NA,NA,24,"2000-04-25",0,0,0,NA,NA,NA,NA,NA
"142",9,1,9,2,1,5,6.6,1,49,1.5052,1.0536,2.2577,NA,NA,NA,7,"2000-04-27",0,0,1,NA,NA,NA,NA,NA
"143",9,2,7,2,1,6,25.4,1,42,1.9567,0.9031,2.1072,NA,NA,NA,7,"2000-04-27",0,1,1,NA,NA,NA,NA,NA
"144",9,3,8,2,1,1,26.4,1,118,2.2577,1.6557,2.7093,NA,NA,NA,7,"2000-04-27",0,1,1,NA,NA,NA,NA,NA
"145",9,4,3,2,1,6,22.4,1,72,1.8062,1.8062,2.2577,NA,NA,NA,7,"2000-04-27",1,1,1,NA,NA,NA,NA,NA
"148",9,7,1,1,1,5,14.5,1,81,0.9031,1.0536,2.5588,NA,NA,NA,7,"2000-04-27",0,0,1,NA,NA,NA,NA,NA
"149",9,8,0.67,1,1,98,2,0,0,0.7526,0.7526,1.3546,NA,NA,NA,7,"2000-04-27",0,0,0,NA,NA,NA,NA,NA
"150",9,9,0.67,1,1,88,5,0,6,0.7526,0.7526,1.2041,NA,NA,NA,7,"2000-04-27",0,0,0,NA,NA,NA,NA,NA
"151",9,10,1,1,1,196,4.6,1,33,0.7526,0.7526,2.5588,NA,NA,NA,7,"2000-04-27",0,0,1,NA,NA,NA,NA,NA
"152",10,6,4,2,1,1,14.6,1,150,2.1072,1.6557,2.2577,NA,NA,NA,7,"2000-04-29",0,1,1,NA,NA,NA,NA,NA
"153",10,7,4,2,1,0,41.4,1,175,2.8598,1.8062,3.0103,NA,NA,NA,7,"2000-04-29",1,1,1,NA,NA,NA,NA,NA
"154",10,8,7,2,1,1,68.8,1,86,2.4082,2.5588,3.0103,NA,NA,NA,7,"2000-04-29",1,1,1,NA,NA,NA,NA,NA
"155",10,9,9,2,1,12,23.6,1,49,1.9567,1.3546,1.8062,NA,NA,NA,7,"2000-04-29",0,1,1,NA,NA,NA,NA,NA
"156",10,10,4,2,1,0,40.4,1,168,2.8598,0.9031,3.0103,NA,NA,NA,7,"2000-04-29",0,1,1,NA,NA,NA,NA,NA
"157",10,11,1,1,1,5,6.4,1,104,0.7526,0.7526,2.7093,NA,NA,NA,7,"2000-04-29",0,0,1,NA,NA,NA,NA,NA
"158",10,12,1.5,1,1,40,1.3,1,49,0.9031,0.7526,2.7093,NA,NA,NA,7,"2000-04-29",0,0,1,NA,NA,NA,NA,NA
"159",10,13,1.5,1,1,3,22,1,37,2.1072,0.7526,2.5588,NA,NA,NA,7,"2000-04-29",0,1,1,NA,NA,NA,NA,NA
"160",10,14,0.67,1,1,48,1,0,0,0.7526,0.7526,1.8062,NA,NA,NA,7,"2000-04-29",0,0,1,NA,NA,NA,NA,NA
"161",10,15,1.5,1,1,60,2.2,1,12,0.9031,0.7526,2.4082,NA,NA,NA,7,"2000-04-29",0,0,1,NA,NA,NA,NA,NA
"162",11,1,6,2,1,26,6.1,1,25,1.6557,0.7526,2.1072,NA,NA,NA,4,"2000-04-29",0,0,1,NA,NA,NA,NA,NA
"163",11,2,10,2,1,5,20.4,1,58,2.1072,1.6557,2.1072,NA,NA,NA,4,"2000-04-29",0,1,1,NA,NA,NA,NA,NA
"164",11,3,4,2,1,40,17.8,1,36,2.2577,0.7526,2.1072,NA,NA,NA,4,"2000-04-29",0,1,1,NA,NA,NA,NA,NA
"165",11,4,10,2,1,35,3.2,1,11,1.5052,1.6557,2.1072,NA,NA,NA,4,"2000-04-29",0,0,1,NA,NA,NA,NA,NA
"166",11,5,5,2,1,40,19.4,1,20,2.4082,2.1072,1.8062,NA,NA,NA,4,"2000-04-29",1,1,1,NA,NA,NA,NA,NA
"167",11,6,1,1,1,5,13.7,1,69,0.7526,0.7526,2.7093,NA,NA,NA,4,"2000-04-29",0,0,1,NA,NA,NA,NA,NA
"168",11,7,1,1,1,72,1,0,5,0.7526,0.9031,1.5052,NA,NA,NA,4,"2000-04-29",0,0,0,NA,NA,NA,NA,NA
"169",11,8,1,1,1,71,1,0,1,0.7526,0.7526,2.1072,NA,NA,NA,4,"2000-04-29",0,0,1,NA,NA,NA,NA,NA
"170",11,9,1,1,1,65,1.3,0,2,0.7526,0.7526,2.4082,NA,NA,NA,4,"2000-04-29",0,0,1,NA,NA,NA,NA,NA
"171",11,10,2,1,1,1,47.5,1,164,2.5588,0.9031,2.8598,NA,NA,NA,4,"2000-04-29",0,1,1,NA,NA,NA,NA,NA
"172",12,1,4,2,1,82,4.1,1,58,1.2041,1.0536,2.2577,NA,NA,NA,5,"2000-04-29",0,0,1,NA,NA,NA,NA,NA
"173",12,2,10,2,1,3,34.7,1,92,2.1072,1.0536,2.4082,NA,NA,NA,5,"2000-04-29",0,1,1,NA,NA,NA,NA,NA
"174",12,3,2.5,2,1,76,1.9,0,2,1.0536,0.7526,1.5052,NA,NA,NA,5,"2000-04-29",0,0,0,NA,NA,NA,NA,NA
"175",12,4,7,2,1,1,18.5,1,86,2.5588,0.7526,2.5588,NA,NA,NA,5,"2000-04-29",0,1,1,NA,NA,NA,NA,NA
"177",12,6,1,1,1,41,3.2,1,19,1.5052,0.7526,1.5052,NA,NA,NA,5,"2000-04-29",0,0,0,NA,NA,NA,NA,NA
"178",12,7,1,1,1,28,4.8,1,25,1.3546,0.7526,1.3546,NA,NA,NA,5,"2000-04-29",0,0,0,NA,NA,NA,NA,NA
"179",12,8,1,1,1,93,1,0,0,0.7526,0.7526,2.2577,NA,NA,NA,5,"2000-04-29",0,0,1,NA,NA,NA,NA,NA
"180",12,9,2,1,1,15,5.4,1,56,2.1072,0.7526,1.5052,NA,NA,NA,5,"2000-04-29",0,1,0,NA,NA,NA,NA,NA
"181",12,10,0.67,1,1,91,0.3,0,0,0.7526,0.7526,1.3546,NA,NA,NA,5,"2000-04-29",0,0,0,NA,NA,NA,NA,NA
"182",13,1,10,2,1,13,13.1,1,89,0.7526,1.2041,1.5052,NA,NA,NA,24,"2000-05-03",0,0,0,NA,NA,NA,NA,NA
"183",13,2,6,2,1,78,2.5,0,2,0.7526,0.7526,2.1072,NA,NA,NA,24,"2000-05-03",0,0,1,NA,NA,NA,NA,NA
"184",13,3,7,2,1,25,11.5,1,20,0.7526,0.7526,3.0103,NA,NA,NA,24,"2000-05-03",0,0,1,NA,NA,NA,NA,NA
"185",13,4,9,2,1,46,6.4,1,57,1.2041,1.0536,2.1072,NA,NA,NA,24,"2000-05-03",0,0,1,NA,NA,NA,NA,NA
"186",13,5,7,2,1,19,31.6,1,17,0.9031,0.7526,1.6557,NA,NA,NA,24,"2000-05-03",0,0,0,NA,NA,NA,NA,NA
"188",13,7,1,1,1,58,0.5,0,0,0.9031,0.7526,1.3546,NA,NA,NA,24,"2000-05-03",0,0,0,NA,NA,NA,NA,NA
"189",13,8,2,1,1,81,1,0,1,0.7526,0.7526,1.3546,NA,NA,NA,24,"2000-05-03",0,0,0,NA,NA,NA,NA,NA
"190",13,9,2,1,1,15,5,1,34,1.3546,1.6557,1.9567,NA,NA,NA,24,"2000-05-03",0,0,1,NA,NA,NA,NA,NA
"191",13,10,2,1,1,75,1,1,12,0.9031,0.7526,1.3546,NA,NA,NA,24,"2000-05-03",0,0,0,NA,NA,NA,NA,NA
"192",14,1,7,2,1,87,1.6,0,2,0.7526,0.7526,1.2041,NA,NA,NA,NA,"2000-05-03",0,0,0,NA,NA,NA,NA,NA
"193",14,2,1.5,1,1,61,2.9,0,2,0.9031,0.7526,1.5052,NA,NA,NA,NA,"2000-05-03",0,0,0,NA,NA,NA,NA,NA
"194",14,3,1.5,1,1,97,1,0,0,0.7526,0.7526,1.2041,NA,NA,NA,NA,"2000-05-03",0,0,0,NA,NA,NA,NA,NA
"195",14,4,3,2,1,94,1,0,3,0.7526,0.7526,1.0536,NA,NA,NA,NA,"2000-05-03",0,0,0,NA,NA,NA,NA,NA
"196",14,5,3,2,1,84,1.6,0,1,0.7526,0.7526,0.9031,NA,NA,NA,NA,"2000-05-03",0,0,0,NA,NA,NA,NA,NA
"198",14,7,5,2,1,68,2.1,0,1,0.7526,0.7526,1.3546,NA,NA,NA,NA,"2000-05-03",0,0,0,NA,NA,NA,NA,NA
"199",15,1,2,1,1,16,4.2,1,60,2.1072,1.6557,2.1072,NA,NA,NA,4,"2000-05-03",0,1,1,NA,NA,NA,NA,NA
"200",15,2,4,2,1,14,11.7,1,61,2.4082,0.9031,1.3546,NA,NA,NA,4,"2000-05-03",0,1,0,NA,NA,NA,NA,NA
"201",15,3,6,2,1,42,6,1,41,0.7526,0.7526,2.5588,NA,NA,NA,4,"2000-05-03",0,0,1,NA,NA,NA,NA,NA
