"","hcode","ancode","age","agecat","sample","FMD_cELISA","FMD_CHEKIT","FMD_EITB","FMD_iELISA","FMD_VNT_A","FMD_VNT_O","FMD_VNT_SAT2","PbP.A","PbP.O","PbP.SAT2","monlast","Date","FMDS_O","FMDS_A","FMDS_SAT2","CENTRE_COD","MOUTH_LESI","COM_MOUTH","FOOT_LESIO","COM_FOOT"
"1115",101,5,3,2,1,49,4.6,1,18,2.7093,0.7526,1.6557,0,0,0,5,"2000-08-29",0,1,0,NA,NA,NA,NA,NA
"1116",101,6,1.5,1,1,7,27.7,1,41,1.0536,0.7526,2.4082,0,0,0,5,"2000-08-29",0,0,1,NA,NA,NA,NA,NA
"1119",101,9,0.67,1,1,21,2.8,1,28,1.2041,0.7526,2.7093,0,0,0,5,"2000-08-29",0,0,1,NA,NA,NA,NA,NA
"1120",101,10,0.67,1,1,72,3.7,0,8,0.9031,0.7526,0.7526,0,0,0,5,"2000-08-29",0,0,0,NA,NA,NA,NA,NA
"1122",102,2,10,2,1,64,7.4,0,4,1.0536,1.3546,1.8062,0,0,0,13,"2000-08-29",0,0,1,NA,NA,NA,NA,NA
"1124",102,4,4,2,1,86,5.8,0,0,0.7526,0.7526,1.2041,0,0,0,13,"2000-08-29",0,0,0,NA,NA,NA,NA,NA
"1125",102,5,4,2,1,82,2.8,0,1,1.5052,0.7526,1.2041,0,0,0,13,"2000-08-29",0,0,0,NA,NA,NA,NA,NA
"1127",102,7,2,1,1,71,1.5,0,0,0.7526,0.7526,0.7526,0,0,0,13,"2000-08-29",0,0,0,NA,NA,NA,NA,NA
"1128",102,8,1.5,1,1,79,1.8,0,1,0.7526,0.7526,0.9031,0,0,0,13,"2000-08-29",0,0,0,NA,NA,NA,NA,NA
"1130",102,10,1.5,1,1,74,1.8,1,12,0.7526,0.7526,1.0536,0,0,0,13,"2000-08-29",0,0,0,NA,NA,NA,NA,NA
"1132",103,2,7,2,1,85,4.3,1,51,1.3546,0.7526,2.2577,0,0,0,13,"2000-08-30",0,0,1,NA,NA,NA,NA,NA
"1134",103,4,5,2,1,65,7.7,0,7,1.0536,0.7526,2.2577,0,0,0,13,"2000-08-30",0,0,1,NA,NA,NA,NA,NA
"1135",103,5,5,2,1,37,5.8,0,4,1.6557,0.7526,1.9567,0,0,0,13,"2000-08-30",0,0,1,NA,NA,NA,NA,NA
"1136",103,6,1,1,1,85,3.1,0,14,0.7526,0.7526,1.8062,0,0,0,13,"2000-08-30",0,0,1,NA,NA,NA,NA,NA
"1137",103,7,2,1,1,73,5.5,0,3,2.2577,0.7526,1.0536,0,0,0,13,"2000-08-30",0,1,0,NA,NA,NA,NA,NA
"1139",103,9,1,1,1,86,3.4,0,2,0.7526,0.7526,1.5052,0,0,0,13,"2000-08-30",0,0,0,NA,NA,NA,NA,NA
"1140",103,10,1,1,1,84,9.5,0,3,0.9031,0.7526,1.5052,0,0,0,13,"2000-08-30",0,0,0,NA,NA,NA,NA,NA
"1141",104,1,4,2,1,75,6.5,0,6,0.9031,0.7526,1.0536,0,0,0,9,"2000-08-30",0,0,0,NA,NA,NA,NA,NA
"1142",104,2,4,2,1,21,12.3,1,16,1.6557,0.9031,1.0536,0,0,0,9,"2000-08-30",0,0,0,NA,NA,NA,NA,NA
"1143",104,3,4,2,1,31,7.4,1,34,1.5052,0.7526,1.6557,0,0,0,9,"2000-08-30",0,0,0,NA,NA,NA,NA,NA
"1144",104,4,4,2,1,4,12.6,1,88,1.2041,0.9031,0.9031,0,0,0,9,"2000-08-30",0,0,0,NA,NA,NA,NA,NA
"1145",104,5,4,2,1,74,8.6,0,2,1.6557,0.7526,1.0536,0,0,0,9,"2000-08-30",0,0,0,NA,NA,NA,NA,NA
"1146",105,1,5,2,1,40,18.3,1,18,1.2041,0.7526,0.7526,0,0,0,13,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1147",105,2,8,2,1,39,10.4,1,29,1.3546,0.7526,1.8062,0,0,0,13,"2000-09-06",0,0,1,NA,NA,NA,NA,NA
"1148",105,3,8,2,1,45,11.7,1,37,1.0536,0.7526,1.5052,0,0,0,13,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1149",105,4,9,2,1,46,32.2,1,53,1.9567,1.3546,1.6557,0,0,0,13,"2000-09-06",0,1,0,NA,NA,NA,NA,NA
"1150",105,5,6,2,1,21,16.5,1,20,1.0536,1.9567,0.9031,0,0,0,13,"2000-09-06",1,0,0,NA,NA,NA,NA,NA
"1151",105,6,0.67,1,1,89,4.8,0,1,0.7526,0.7526,1.2041,0,0,0,13,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1153",105,8,2,1,1,74,3.5,1,15,1.5052,1.2041,0.9031,0,0,0,13,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1154",105,9,2,1,1,40,6.1,0,2,0.9031,1.5052,1.0536,0,0,0,13,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1155",105,10,0.67,1,1,81,2.6,0,0,0.7526,0.7526,1.2041,0,0,0,13,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1157",106,2,10,2,1,19,39.6,1,20,1.2041,0.9031,2.4082,0,0,0,12,"2000-09-06",0,0,1,NA,NA,NA,NA,NA
"1158",106,3,7,2,1,85,7,1,10,0.7526,1.3546,0.7526,0,0,0,12,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1159",106,4,9,2,1,7,20.4,1,41,1.9567,1.5052,2.1072,0,0,0,12,"2000-09-06",0,1,1,NA,NA,NA,NA,NA
"1160",106,5,5,2,1,55,6.5,0,6,0.7526,1.2041,0.7526,0,0,0,12,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1161",106,6,0.67,1,1,93,3,0,1,0.7526,0.7526,0.9031,0,0,0,12,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1162",106,7,0.5,1,1,96,2.6,0,0,0.7526,0.7526,0.9031,0,0,0,12,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1164",106,9,2,1,1,80,5.2,0,3,0.7526,0.7526,0.9031,0,0,0,12,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1165",106,10,2,1,1,78,5.7,0,0,0.7526,0.7526,1.0536,0,0,0,12,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1166",107,1,8,2,1,78,5.2,0,5,0.7526,0.7526,1.2041,0,0,0,36,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1167",107,2,9,2,1,64,6.5,0,9,0.9031,0.7526,1.6557,0,0,0,36,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1168",107,3,10,2,1,73,7,1,20,0.7526,0.7526,1.5052,0,0,0,36,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1169",107,4,5,2,1,73,3.9,0,4,0.7526,0.7526,1.0536,0,0,0,36,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1170",107,5,6,2,1,79,6.1,0,0,1.2041,0.9031,0.9031,0,0,0,36,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1171",107,6,0.67,1,1,88,2.2,0,0,0.7526,0.7526,1.0536,0,0,0,36,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1172",107,7,2,1,1,81,3.5,0,0,0.7526,0.7526,1.3546,0,0,0,36,"2000-09-06",0,0,0,NA,NA,NA,NA,NA
"1173",108,1,4,2,1,88,9.1,0,0,0.7526,0.7526,0.9031,0,0,0,24,"2000-09-07",0,0,0,NA,NA,NA,NA,NA
"1174",108,2,4,2,1,76,8.7,0,0,0.7526,0.7526,0.7526,0,0,0,24,"2000-09-07",0,0,0,NA,NA,NA,NA,NA
"1175",108,3,2.5,2,1,48,10.4,0,13,1.2041,0.7526,0.9031,0,0,0,24,"2000-09-07",0,0,0,NA,NA,NA,NA,NA
"1176",108,4,4,2,1,79,8.7,0,1,0.7526,0.7526,1.0536,0,0,0,24,"2000-09-07",0,0,0,NA,NA,NA,NA,NA
"1177",108,5,3,2,1,84,5.7,0,1,0.7526,0.9031,0.9031,0,0,0,24,"2000-09-07",0,0,0,NA,NA,NA,NA,NA
"1178",108,6,2,1,1,93,11.3,0,0,0.7526,0.7526,0.7526,0,0,0,24,"2000-09-07",0,0,0,NA,NA,NA,NA,NA
"1179",108,7,2,1,1,87,8.3,0,0,0.7526,0.7526,0.7526,0,0,0,24,"2000-09-07",0,0,0,NA,NA,NA,NA,NA
"1180",108,8,2,1,1,77,21.7,0,1,0.7526,1.3546,0.9031,0,0,0,24,"2000-09-07",0,0,0,NA,NA,NA,NA,NA
"1181",108,9,2,1,1,70,8.7,1,30,0.7526,1.2041,1.8062,0,0,0,24,"2000-09-07",0,0,1,NA,NA,NA,NA,NA
"1182",108,10,0.87,1,1,92,8.3,0,2,0.9031,0.7526,1.6557,0,0,0,24,"2000-09-07",0,0,0,NA,NA,NA,NA,NA
"1183",109,1,NA,2,1,31,13,1,13,2.1072,0.7526,1.0536,0,0,0,18,"2000-09-08",0,1,0,NA,NA,NA,NA,NA
"1184",109,2,NA,2,1,6,71.3,1,76,1.8062,0.7526,1.9567,0,0,0,18,"2000-09-08",0,1,1,NA,NA,NA,NA,NA
"1185",109,3,NA,2,1,46,13.5,1,34,1.2041,1.0536,2.2577,0,0,0,18,"2000-09-08",0,0,1,NA,NA,NA,NA,NA
"1186",109,4,NA,2,1,56,7.6,1,16,1.9567,0.7526,1.5052,0,0,0,18,"2000-09-08",0,1,0,NA,NA,NA,NA,NA
"1187",109,5,NA,2,1,16,14.8,1,69,1.0536,1.0536,2.4082,0,0,0,18,"2000-09-08",0,0,1,NA,NA,NA,NA,NA
"1188",109,6,1.5,1,1,6,35.4,1,38,1.9567,0.9031,1.5052,0,0,0,18,"2000-09-08",0,1,0,NA,NA,NA,NA,NA
"1189",109,7,1.5,1,1,69,6.7,0,5,1.2041,0.7526,0.9031,0,0,0,18,"2000-09-08",0,0,0,NA,NA,NA,NA,NA
"1190",109,8,1.5,1,1,22,14.3,1,19,1.6557,0.7526,1.3546,0,0,0,18,"2000-09-08",0,0,0,NA,NA,NA,NA,NA
"1191",109,9,1,1,1,63,5.4,0,2,1.3546,0.7526,0.7526,0,0,0,18,"2000-09-08",0,0,0,NA,NA,NA,NA,NA
"1192",109,10,1,1,1,83,5.4,0,0,0.7526,0.7526,1.8062,0,0,0,18,"2000-09-08",0,0,1,NA,NA,NA,NA,NA
"1193",110,1,4,2,1,68,10.8,1,28,0.7526,0.7526,1.9567,0,0,0,48,"2000-09-09",0,0,1,NA,NA,NA,NA,NA
"1194",110,2,10,2,1,48,13,1,21,1.2041,1.3546,2.4082,0,0,0,48,"2000-09-09",0,0,1,NA,NA,NA,NA,NA
"1195",110,3,3,2,1,84,6.3,0,4,0.7526,0.7526,1.5052,0,0,0,48,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1197",110,5,3,2,1,85,4.5,0,0,0.7526,0.7526,1.3546,0,0,0,48,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1198",110,6,1,1,1,73,4.5,0,3,0.7526,0.7526,1.5052,0,0,0,48,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1199",110,7,1,1,1,80,9,0,1,0.7526,0.7526,1.5052,0,0,0,48,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1200",110,8,1,1,1,77,7.2,0,3,1.2041,0.7526,1.9567,0,0,0,48,"2000-09-09",0,0,1,NA,NA,NA,NA,NA
"1201",110,9,1.5,1,1,64,4.5,0,1,0.7526,0.7526,1.0536,0,0,0,48,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1202",110,10,0.67,1,1,64,5.8,0,10,0.7526,0.7526,2.1072,0,0,0,48,"2000-09-09",0,0,1,NA,NA,NA,NA,NA
"1203",111,1,4,2,1,88,7.2,0,3,0.7526,0.7526,1.6557,0,0,0,36,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1204",111,2,1,1,1,76,2.7,0,0,0.7526,0.7526,1.6557,0,0,0,36,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1205",111,3,8,2,1,56,10.3,1,29,0.7526,0.9031,2.2577,0,0,0,36,"2000-09-09",0,0,1,NA,NA,NA,NA,NA
"1206",111,4,3,2,1,77,10.3,0,8,0.7526,0.7526,1.0536,0,0,0,36,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1207",111,5,8,2,1,54,4.9,0,9,0.7526,0.9031,1.6557,0,0,0,36,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1209",111,7,8,2,1,61,6.7,0,7,0.7526,1.8062,1.6557,0,0,0,36,"2000-09-09",1,0,0,NA,NA,NA,NA,NA
"1210",112,1,6,2,1,1,39.9,1,137,1.5052,2.1072,1.9567,1,0,0,1,"2000-09-09",1,0,1,NA,NA,NA,NA,NA
"1211",112,2,6,2,1,27,35.4,1,46,1.3546,1.2041,1.2041,0,0,0,1,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1212",112,3,3,2,1,14,10.3,1,82,2.1072,0.7526,1.3546,1,0,0,1,"2000-09-09",0,1,0,NA,NA,NA,NA,NA
"1213",112,4,5,2,1,17,20.6,1,59,1.9567,NA,2.2577,0,0,0,1,"2000-09-09",0,1,1,NA,NA,NA,NA,NA
"1214",112,5,4,2,1,90,4,0,2,0.7526,0.7526,1.3546,0,0,0,1,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1215",112,6,0.67,1,1,33,14.3,1,41,1.2041,0.9031,1.3546,1,0,0,1,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1216",112,7,0.67,1,1,92,6.3,0,0,0.9031,0.7526,1.5052,0,0,0,1,"2000-09-09",0,0,0,NA,NA,NA,NA,NA
"1217",113,1,5,2,1,20,11.7,1,33,1.0536,1.6557,1.3546,0,0,0,36,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1218",113,2,8,2,1,79,10.3,0,4,0.7526,0.9031,1.0536,0,0,0,36,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1219",113,3,1,1,1,94,4,0,0,0.7526,0.7526,1.9567,0,0,0,36,"2000-09-10",0,0,1,NA,NA,NA,NA,NA
"1220",113,4,1,1,1,99,4.5,0,0,0.7526,0.7526,1.8062,0,0,0,36,"2000-09-10",0,0,1,NA,NA,NA,NA,NA
"1221",113,5,1,1,1,100,4.9,0,0,0.7526,0.7526,1.2041,0,0,0,36,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1222",113,6,8,2,1,48,34.5,1,27,1.3546,0.7526,1.6557,0,0,0,36,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1223",114,1,8,2,1,89,6.3,0,6,0.9031,0.7526,1.3546,0,0,0,7,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1224",114,2,8,2,1,83,14.3,0,12,0.7526,0.7526,1.5052,0,0,0,7,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1225",114,3,6,2,1,43,11.2,0,9,1.5052,0.9031,1.3546,0,0,0,7,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1226",114,4,6,2,1,73,7.9,0,4,0.7526,0.7526,1.3546,0,0,0,7,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1227",114,5,2,1,1,69,5.8,0,1,2.1072,0.7526,1.9567,0,0,0,7,"2000-09-10",0,1,1,NA,NA,NA,NA,NA
"1228",114,6,8,2,1,80,5.3,0,3,1.9567,0.7526,0.9031,0,0,0,7,"2000-09-10",0,1,0,NA,NA,NA,NA,NA
"1229",114,7,1,1,1,85,8.4,0,0,0.7526,0.7526,0.9031,0,0,0,7,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1230",114,8,1,1,1,85,4.7,0,0,0.7526,0.7526,0.7526,0,0,0,7,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1232",115,2,6,2,1,78,8.4,0,2,0.7526,0.7526,1.0536,0,0,0,60,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1234",115,4,3,2,1,88,4.7,0,1,0.7526,0.7526,0.7526,0,0,0,60,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1235",115,5,2,1,1,94,2.1,0,0,0.7526,0.7526,0.9031,0,0,0,60,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1236",115,6,2,1,1,90,8.9,0,1,0.7526,0.7526,0.7526,0,0,0,60,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1237",115,7,4,2,1,99,10.5,0,0,0.7526,0.7526,0.7526,0,0,0,60,"2000-09-10",0,0,0,NA,NA,NA,NA,NA
"1238",116,1,12,2,1,36,17.9,1,11,0.9031,0.9031,1.9567,0,0,0,72,"2000-09-12",0,0,1,NA,NA,NA,NA,NA
"1240",116,3,9,2,1,40,49.5,1,10,1.5052,0.7526,2.2577,0,0,0,72,"2000-09-12",0,0,1,NA,NA,NA,NA,NA
"1241",116,4,2,1,1,93,22.1,0,0,0.7526,0.7526,0.9031,0,0,0,72,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1242",116,5,3,2,1,75,5.3,0,3,0.7526,0.7526,0.7526,0,0,0,72,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1245",116,8,2,1,1,97,6.3,0,0,0.7526,0.7526,0.7526,0,0,0,72,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1246",116,9,1,1,1,74,8.4,0,5,0.7526,0.7526,2.2577,0,0,0,72,"2000-09-12",0,0,1,NA,NA,NA,NA,NA
"1247",116,10,0.67,1,1,77,6.3,0,0,0.7526,0.7526,0.7526,0,0,0,72,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1248",117,1,8,2,1,59,12.6,0,6,0.9031,0.9031,1.5052,0,0,0,120,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1249",117,2,8,2,1,81,12.6,1,26,1.3546,0.9031,1.3546,0,0,0,120,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1250",117,3,4,2,1,77,4.2,0,0,0.7526,0.7526,1.0536,0,0,0,120,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1251",117,4,3,2,1,87,4.2,0,1,0.9031,0.7526,1.0536,0,0,0,120,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1252",117,5,0.67,1,1,89,2.6,0,0,0.7526,0.7526,0.7526,0,0,0,120,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1253",117,6,2,1,1,84,6.8,0,1,0.7526,0.7526,0.7526,0,0,0,120,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1254",117,7,5,2,1,83,10.5,0,1,0.9031,0.7526,0.7526,0,0,0,120,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1255",117,8,2,1,1,91,4.7,0,1,0.7526,0.7526,0.9031,0,0,0,120,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1256",117,9,2,1,1,89,7.4,0,2,0.7526,0.7526,1.2041,0,0,0,120,"2000-09-12",0,0,0,NA,NA,NA,NA,NA
"1258",119,1,5,2,1,83,17.4,0,5,0.7526,0.7526,1.9567,0,0,0,6,"2000-09-13",0,0,1,NA,NA,NA,NA,NA
"1259",119,2,4,2,1,74,15.8,0,6,1.5052,0.7526,0.7526,0,0,0,6,"2000-09-13",0,0,0,NA,NA,NA,NA,NA
"1260",119,3,2,1,1,84,8.4,0,2,0.7526,0.7526,0.9031,0,0,0,6,"2000-09-13",0,0,0,NA,NA,NA,NA,NA
"1262",119,5,1,1,1,92,7.4,0,0,0.7526,0.7526,0.9031,0,0,0,6,"2000-09-13",0,0,0,NA,NA,NA,NA,NA
"1263",120,1,7,2,1,122,49.5,1,53,0.9031,0.9031,1.9567,0,0,0,7,"2000-09-13",0,0,1,NA,NA,NA,NA,NA
"1264",120,2,12,2,1,73,14.2,0,4,0.7526,0.7526,1.6557,0,0,0,7,"2000-09-13",0,0,0,NA,NA,NA,NA,NA
"1265",120,3,4,2,1,48,21.6,1,12,0.7526,0.7526,1.8062,0,0,0,7,"2000-09-13",0,0,1,NA,NA,NA,NA,NA
"1267",120,5,6,2,1,78,18.4,0,4,2.2577,1.0536,1.6557,0,0,0,7,"2000-09-13",0,1,0,NA,NA,NA,NA,NA
"1268",120,6,2,1,1,36,27.4,1,46,0.9031,0.7526,2.5588,0,0,0,7,"2000-09-13",0,0,1,NA,NA,NA,NA,NA
"1269",120,7,0.83,1,1,82,5.3,0,0,0.7526,0.7526,1.2041,0,0,0,7,"2000-09-13",0,0,0,NA,NA,NA,NA,NA
"1271",120,9,0.83,1,1,81,6.8,0,2,0.7526,0.7526,0.9031,0,0,0,7,"2000-09-13",0,0,0,NA,NA,NA,NA,NA
"1272",120,10,1,1,1,86,3.7,0,4,0.7526,0.7526,1.0536,0,0,0,7,"2000-09-13",0,0,0,NA,NA,NA,NA,NA
"1273",121,1,13,2,1,66,11.6,1,14,0.7526,0.7526,2.7093,0,0,0,48,"2000-09-13",0,0,1,NA,NA,NA,NA,NA
"1275",121,3,8,2,1,68,15.8,0,5,0.7526,0.9031,1.9567,0,0,0,48,"2000-09-13",0,0,1,NA,NA,NA,NA,NA
"1276",121,4,4,2,1,85,4.7,0,0,0.7526,0.7526,1.8062,0,0,0,48,"2000-09-13",0,0,1,NA,NA,NA,NA,NA
"1277",121,5,3,2,1,80,3.7,1,22,0.7526,0.7526,1.5052,0,0,0,48,"2000-09-13",0,0,0,NA,NA,NA,NA,NA
"1279",121,7,1,1,1,93,2.6,0,-1,0.7526,0.7526,1.5052,0,0,0,48,"2000-09-13",0,0,0,NA,NA,NA,NA,NA
"1280",121,8,2,1,1,82,9.5,0,1,0.7526,0.7526,1.5052,0,0,0,48,"2000-09-13",0,0,0,NA,NA,NA,NA,NA
"1281",121,9,0.75,1,1,92,2.1,0,0,0.7526,0.7526,1.5052,0,0,0,48,"2000-09-13",0,0,0,NA,NA,NA,NA,NA
"1282",121,10,1,1,1,93,3.2,0,0,0.7526,0.7526,1.6557,0,0,0,48,"2000-09-13",0,0,0,NA,NA,NA,NA,NA
"1283",122,1,2,NA,2,1,180,NA,NA,1.6557,1.6557,3.1608,0,0,0,0,"2000-09-19",0,0,1,NA,NA,NA,NA,NA
"1284",122,2,1,NA,2,3,222.6,NA,NA,2.2577,0.9031,2.4082,1,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1285",122,3,2,NA,2,1,243.7,NA,NA,2.1072,2.1072,2.5588,1,0,0,0,"2000-09-19",1,1,1,NA,NA,NA,NA,NA
"1286",122,4,1,NA,2,48,253.7,NA,NA,2.5588,0.9031,2.8598,1,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1287",122,5,2,NA,2,0,251.1,NA,NA,1.8062,2.8598,2.1072,0,0,0,0,"2000-09-19",1,1,1,NA,NA,NA,NA,NA
"1288",122,6,1,NA,2,3,251.1,NA,NA,1.3546,1.9567,1.8062,1,0,0,0,"2000-09-19",1,0,1,NA,NA,NA,NA,NA
"1289",122,7,1,NA,2,59,7.9,NA,NA,1.3546,0.7526,1.6557,0,0,0,0,"2000-09-19",0,0,0,NA,NA,NA,NA,NA
"1290",122,8,2,NA,2,1,266.3,NA,NA,1.3546,2.7093,3.1608,1,0,0,0,"2000-09-19",1,0,1,NA,NA,NA,NA,NA
"1291",122,9,2,NA,2,7,225.3,NA,NA,1.3546,1.3546,3.1608,0,0,0,0,"2000-09-19",0,0,1,NA,NA,NA,NA,NA
"1293",122,11,2,NA,2,91,4.2,NA,NA,1.3546,0.7526,1.6557,1,0,0,0,"2000-09-19",0,0,0,NA,NA,NA,NA,NA
"1294",122,12,3,NA,2,1,85.3,NA,NA,3.0103,1.5052,2.2577,1,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1295",122,13,1,NA,2,4,138.4,NA,NA,2.1072,1.5052,1.9567,1,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1296",122,14,3,NA,2,1,205.3,NA,NA,1.8062,1.6557,1.9567,0,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1297",122,15,1,NA,2,17,119.5,NA,NA,2.5588,0.7526,1.6557,1,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1298",122,16,2,NA,2,49,23.7,NA,NA,1.9567,1.2041,1.3546,1,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1300",122,18,2,NA,2,0,282.1,NA,NA,2.7093,2.8598,0.9031,1,0,0,0,"2000-09-19",1,1,0,NA,NA,NA,NA,NA
"1302",122,20,1,NA,2,74,12.6,NA,NA,1.6557,0.9031,0.9031,1,0,0,0,"2000-09-19",0,0,0,NA,NA,NA,NA,NA
"1303",122,21,1,NA,2,7,38.9,NA,NA,1.8062,0.7526,1.6557,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1305",122,23,2,NA,2,32,27.9,NA,NA,2.8598,0.7526,0.7526,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1306",122,24,1,NA,2,17,16.8,NA,NA,2.4082,0.7526,0.7526,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1307",122,25,2,NA,2,4,35.6,NA,NA,2.5588,1.0536,0.7526,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1308",122,26,2,NA,2,0,206.8,NA,NA,2.5588,1.9567,0.7526,0,0,0,0,"2000-09-19",1,1,0,NA,NA,NA,NA,NA
"1309",122,27,2,NA,2,1,64.4,NA,NA,2.4082,1.6557,1.3546,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1310",122,28,2,NA,2,7,15.2,NA,NA,2.5588,1.0536,2.5588,0,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1311",122,29,1,NA,2,40,103.7,NA,NA,2.2577,0.7526,2.2577,0,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1312",122,30,1,NA,2,7,47.6,NA,NA,2.2577,0.9031,0.9031,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1314",122,32,1,NA,2,9,73.3,NA,NA,2.4082,0.7526,2.4082,0,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1315",122,33,2,NA,2,4,45.5,NA,NA,2.7093,0.7526,0.7526,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1316",122,34,1,NA,2,9,156,NA,NA,2.4082,1.2041,1.6557,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1317",122,35,1,NA,2,8,27.2,NA,NA,2.1072,1.0536,0.7526,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1318",122,36,1,NA,2,42,14.1,NA,NA,2.4082,0.7526,0.7526,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1319",122,37,1,NA,2,2,28.8,NA,NA,1.9567,0.7526,1.9567,0,0,0,0,"2000-09-19",0,1,1,NA,NA,NA,NA,NA
"1320",122,38,2,NA,2,7,48.7,NA,NA,1.9567,1.2041,0.9031,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1321",122,39,1,NA,2,31,45,NA,NA,2.1072,0.7526,0.7526,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1322",122,40,1,NA,2,24,6.8,NA,NA,2.5588,0.7526,0.7526,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
"1323",122,41,2,NA,2,16,21.5,NA,NA,2.4082,0.9031,0.7526,0,0,0,0,"2000-09-19",0,1,0,NA,NA,NA,NA,NA
